site.number,sample.id,year,month,variable,val,agent.number
57,X0257,2010,2,long,175.525,30332
57,X0357,2010,3,long,175.525,30332
57,X0457,2010,4,long,175.525,30332
57,X0557,2010,5,long,175.525,30332
58,80858,2008,8,long,174.325,21639
58,80958,2008,9,long,174.325,21639
58,81058,2008,10,long,174.325,21639
58,81158,2008,11,long,174.325,21639
58,81258,2008,12,long,174.325,21639
58,90158,2009,1,long,174.325,21639
58,90258,2009,2,long,174.325,21639
58,90358,2009,3,long,174.325,21639
58,90458,2009,4,long,174.325,21639
58,90658,2009,6,long,174.325,21639
58,90758,2009,7,long,174.325,21639
58,90858,2009,8,long,174.325,21639
58,90958,2009,9,long,174.325,21639
58,91058,2009,10,long,174.325,21639
58,91158,2009,11,long,174.325,21639
58,91258,2009,12,long,174.325,21639
58,X0158,2010,1,long,174.325,21639
58,X0258,2010,2,long,174.325,21639
58,X0458,2010,4,long,174.325,21639
58,X0558,2010,5,long,174.325,21639
1,70801,2007,8,long,173.275,20661
1,70901,2007,9,long,173.275,20661
1,71001,2007,10,long,173.275,20661
1,71101,2007,11,long,173.275,20661
1,71201,2007,12,long,173.275,20661
1,80101,2008,1,long,173.275,20661
1,80201,2008,2,long,173.275,20661
1,80301,2008,3,long,173.275,20661
1,80401,2008,4,long,173.275,20661
1,80501,2008,5,long,173.275,20661
1,80601,2008,6,long,173.275,20661
1,80701,2008,7,long,173.275,20661
1,80801,2008,8,long,173.275,20661
1,80901,2008,9,long,173.275,20661
1,81001,2008,10,long,173.275,20661
1,81101,2008,11,long,173.275,20661
1,90101,2009,1,long,173.275,20661
1,90301,2009,3,long,173.275,20661
1,90401,2009,4,long,173.275,20661
2,70802,2007,8,long,173.925,21431
2,70902,2007,9,long,173.925,21431
2,71002,2007,10,long,173.925,21431
2,71102,2007,11,long,173.925,21431
2,71202,2007,12,long,173.925,21431
2,80102,2008,1,long,173.925,21431
2,80202,2008,2,long,173.925,21431
2,80302,2008,3,long,173.925,21431
2,80402,2008,4,long,173.925,21431
2,80502,2008,5,long,173.925,21431
2,80602,2008,6,long,173.925,21431
2,80702,2008,7,long,173.925,21431
2,80802,2008,8,long,173.925,21431
2,80902,2008,9,long,173.925,21431
2,81002,2008,10,long,173.925,21431
2,81102,2008,11,long,173.925,21431
2,81202,2008,12,long,173.925,21431
2,90102,2009,1,long,173.925,21431
2,90202,2009,2,long,173.925,21431
2,90302,2009,3,long,173.925,21431
2,90402,2009,4,long,173.925,21431
2,90502,2009,5,long,173.925,21431
2,90602,2009,6,long,173.925,21431
2,90702,2009,7,long,173.925,21431
2,90802,2009,8,long,173.925,21431
2,90902,2009,9,long,173.925,21431
2,91002,2009,10,long,173.925,21431
2,91102,2009,11,long,173.925,21431
2,91202,2009,12,long,173.925,21431
3,70803,2007,8,long,174.475,21815
3,70903,2007,9,long,174.475,21815
3,71003,2007,10,long,174.475,21815
3,71103,2007,11,long,174.475,21815
3,71203,2007,12,long,174.475,21815
3,80103,2008,1,long,174.475,21815
3,80203,2008,2,long,174.475,21815
3,80303,2008,3,long,174.475,21815
3,80403,2008,4,long,174.475,21815
3,80503,2008,5,long,174.475,21815
3,80603,2008,6,long,174.475,21815
3,80703,2008,7,long,174.475,21815
3,80803,2008,8,long,174.475,21815
3,80903,2008,9,long,174.475,21815
3,81003,2008,10,long,174.475,21815
3,81103,2008,11,long,174.475,21815
3,81203,2008,12,long,174.475,21815
3,90103,2009,1,long,174.475,21815
3,90203,2009,2,long,174.475,21815
3,90303,2009,3,long,174.475,21815
3,90403,2009,4,long,174.475,21815
3,90503,2009,5,long,174.475,21815
3,90603,2009,6,long,174.475,21815
3,90703,2009,7,long,174.475,21815
3,90803,2009,8,long,174.475,21815
3,91003,2009,10,long,174.475,21815
3,91103,2009,11,long,174.475,21815
3,91203,2009,12,long,174.475,21815
3,X0103,2010,1,long,174.475,21815
3,X0203,2010,2,long,174.475,21815
3,X0303,2010,3,long,174.475,21815
3,X0403,2010,4,long,174.475,21815
3,X0503,2010,5,long,174.475,21815
3,X0603,2010,6,long,174.475,21815
4,70804,2007,8,long,173.825,29644
4,70904,2007,9,long,173.825,29644
4,71004,2007,10,long,173.825,29644
4,71104,2007,11,long,173.825,29644
4,71204,2007,12,long,173.825,29644
4,80104,2008,1,long,173.825,29644
4,80204,2008,2,long,173.825,29644
4,80304,2008,3,long,173.825,29644
4,80404,2008,4,long,173.825,29644
4,80504,2008,5,long,173.825,29644
4,80604,2008,6,long,173.825,29644
4,80704,2008,7,long,173.825,29644
4,80804,2008,8,long,173.825,29644
4,80904,2008,9,long,173.825,29644
4,81104,2008,11,long,173.825,29644
4,81204,2008,12,long,173.825,29644
4,90104,2009,1,long,173.825,29644
4,90204,2009,2,long,173.825,29644
4,90304,2009,3,long,173.825,29644
4,90504,2009,5,long,173.825,29644
4,90604,2009,6,long,173.825,29644
4,90704,2009,7,long,173.825,29644
4,90804,2009,8,long,173.825,29644
4,90904,2009,9,long,173.825,29644
4,91004,2009,10,long,173.825,29644
4,91104,2009,11,long,173.825,29644
4,91204,2009,12,long,173.825,29644
5,70805,2007,8,long,174.125,21536
5,70905,2007,9,long,174.125,21536
5,71005,2007,10,long,174.125,21536
5,71105,2007,11,long,174.125,21536
5,71205,2007,12,long,174.125,21536
5,80105,2008,1,long,174.125,21536
5,80205,2008,2,long,174.125,21536
5,80305,2008,3,long,174.125,21536
5,80405,2008,4,long,174.125,21536
5,80505,2008,5,long,174.125,21536
5,80605,2008,6,long,174.125,21536
5,80705,2008,7,long,174.125,21536
5,80805,2008,8,long,174.125,21536
5,80905,2008,9,long,174.125,21536
5,81005,2008,10,long,174.125,21536
5,81105,2008,11,long,174.125,21536
5,81205,2008,12,long,174.125,21536
5,90105,2009,1,long,174.125,21536
5,90205,2009,2,long,174.125,21536
5,90305,2009,3,long,174.125,21536
5,90405,2009,4,long,174.125,21536
5,90505,2009,5,long,174.125,21536
5,90605,2009,6,long,174.125,21536
5,90705,2009,7,long,174.125,21536
5,90805,2009,8,long,174.125,21536
6,70806,2007,8,long,172.875,21053
6,70906,2007,9,long,172.875,21053
6,71006,2007,10,long,172.875,21053
6,71106,2007,11,long,172.875,21053
6,71206,2007,12,long,172.875,21053
6,80106,2008,1,long,172.875,21053
6,80206,2008,2,long,172.875,21053
6,80306,2008,3,long,172.875,21053
6,80406,2008,4,long,172.875,21053
6,80506,2008,5,long,172.875,21053
6,80606,2008,6,long,172.875,21053
6,80706,2008,7,long,172.875,21053
6,80806,2008,8,long,172.875,21053
6,80906,2008,9,long,172.875,21053
6,81006,2008,10,long,172.875,21053
6,81106,2008,11,long,172.875,21053
6,81206,2008,12,long,172.875,21053
6,90106,2009,1,long,172.875,21053
6,90206,2009,2,long,172.875,21053
6,90306,2009,3,long,172.875,21053
6,90406,2009,4,long,172.875,21053
6,90506,2009,5,long,172.875,21053
6,90606,2009,6,long,172.875,21053
6,90706,2009,7,long,172.875,21053
6,90806,2009,8,long,172.875,21053
6,90906,2009,9,long,172.875,21053
6,91006,2009,10,long,172.875,21053
6,91106,2009,11,long,172.875,21053
6,91206,2009,12,long,172.875,21053
6,X0106,2010,1,long,172.875,21053
7,70807,2007,8,long,174.725,21811
7,70907,2007,9,long,174.725,21811
7,71007,2007,10,long,174.725,21811
7,71107,2007,11,long,174.725,21811
7,71207,2007,12,long,174.725,21811
7,80107,2008,1,long,174.725,21811
7,80207,2008,2,long,174.725,21811
7,80307,2008,3,long,174.725,21811
7,80407,2008,4,long,174.725,21811
7,80507,2008,5,long,174.725,21811
7,80607,2008,6,long,174.725,21811
7,80707,2008,7,long,174.725,21811
7,80807,2008,8,long,174.725,21811
7,80907,2008,9,long,174.725,21811
7,81007,2008,10,long,174.725,21811
7,81107,2008,11,long,174.725,21811
7,81207,2008,12,long,174.725,21811
7,90107,2009,1,long,174.725,21811
7,90207,2009,2,long,174.725,21811
7,90307,2009,3,long,174.725,21811
7,90407,2009,4,long,174.725,21811
7,90507,2009,5,long,174.725,21811
7,90607,2009,6,long,174.725,21811
7,90707,2009,7,long,174.725,21811
7,90807,2009,8,long,174.725,21811
7,90907,2009,9,long,174.725,21811
7,91007,2009,10,long,174.725,21811
7,91107,2009,11,long,174.725,21811
7,91207,2009,12,long,174.725,21811
7,X0107,2010,1,long,174.725,21811
8,70808,2007,8,long,174.625,25260
8,70908,2007,9,long,174.625,25260
8,71008,2007,10,long,174.625,25260
8,71108,2007,11,long,174.625,25260
8,71208,2007,12,long,174.625,25260
8,80108,2008,1,long,174.625,25260
9,70809,2007,8,long,174.825,27592
9,70909,2007,9,long,174.825,27592
9,71009,2007,10,long,174.825,27592
9,71109,2007,11,long,174.825,27592
9,71209,2007,12,long,174.825,27592
9,80109,2008,1,long,174.825,27592
10,70810,2007,8,long,175.125,30803
10,70910,2007,9,long,175.125,30803
10,71010,2007,10,long,175.125,30803
10,71110,2007,11,long,175.125,30803
10,71210,2007,12,long,175.125,30803
10,80110,2008,1,long,175.125,30803
10,80210,2008,2,long,175.125,30803
10,80310,2008,3,long,175.125,30803
10,80410,2008,4,long,175.125,30803
10,80510,2008,5,long,175.125,30803
10,80610,2008,6,long,175.125,30803
10,80710,2008,7,long,175.125,30803
10,80810,2008,8,long,175.125,30803
10,80910,2008,9,long,175.125,30803
10,81010,2008,10,long,175.125,30803
10,81110,2008,11,long,175.125,30803
10,90110,2009,1,long,175.125,30803
10,90210,2009,2,long,175.125,30803
10,90310,2009,3,long,175.125,30803
10,90410,2009,4,long,175.125,30803
10,90510,2009,5,long,175.125,30803
10,90610,2009,6,long,175.125,30803
10,90710,2009,7,long,175.125,30803
10,90810,2009,8,long,175.125,30803
10,91010,2009,10,long,175.125,30803
10,91110,2009,11,long,175.125,30803
11,70811,2007,8,long,174.725,21812
11,70911,2007,9,long,174.725,21812
11,71011,2007,10,long,174.725,21812
11,71111,2007,11,long,174.725,21812
11,71211,2007,12,long,174.725,21812
11,80111,2008,1,long,174.725,21812
11,80211,2008,2,long,174.725,21812
11,80311,2008,3,long,174.725,21812
11,80411,2008,4,long,174.725,21812
11,80511,2008,5,long,174.725,21812
11,80611,2008,6,long,174.725,21812
11,80711,2008,7,long,174.725,21812
11,80811,2008,8,long,174.725,21812
11,80911,2008,9,long,174.725,21812
11,81011,2008,10,long,174.725,21812
11,81111,2008,11,long,174.725,21812
11,81211,2008,12,long,174.725,21812
11,90111,2009,1,long,174.725,21812
11,90211,2009,2,long,174.725,21812
11,90311,2009,3,long,174.725,21812
11,90411,2009,4,long,174.725,21812
11,90511,2009,5,long,174.725,21812
11,90611,2009,6,long,174.725,21812
11,90711,2009,7,long,174.725,21812
11,90811,2009,8,long,174.725,21812
11,90911,2009,9,long,174.725,21812
11,91011,2009,10,long,174.725,21812
11,91111,2009,11,long,174.725,21812
11,91211,2009,12,long,174.725,21812
12,X0113,2010,1,long,174.325,21630
13,70813,2007,8,long,174.325,21630
13,70913,2007,9,long,174.325,21630
13,71013,2007,10,long,174.325,21630
13,71113,2007,11,long,174.325,21630
13,71213,2007,12,long,174.325,21630
13,80113,2008,1,long,174.325,21630
13,80213,2008,2,long,174.325,21630
13,80513,2008,5,long,174.325,21630
13,80613,2008,6,long,174.325,21630
13,80713,2008,7,long,174.325,21630
13,80813,2008,8,long,174.325,21630
13,80913,2008,9,long,174.325,21630
13,81013,2008,10,long,174.325,21630
13,81113,2008,11,long,174.325,21630
13,81213,2008,12,long,174.325,21630
13,90113,2009,1,long,174.325,21630
13,90313,2009,3,long,174.325,21630
13,90413,2009,4,long,174.325,21630
13,90513,2009,5,long,174.325,21630
13,90613,2009,6,long,174.325,21630
13,90713,2009,7,long,174.325,21630
13,90813,2009,8,long,174.325,21630
13,90913,2009,9,long,174.325,21630
13,91013,2009,10,long,174.325,21630
13,91113,2009,11,long,174.325,21630
13,91213,2009,12,long,174.325,21630
13,X0213,2010,2,long,174.325,21630
14,70814,2007,8,long,175.575,29309
14,70914,2007,9,long,175.575,29309
14,71014,2007,10,long,175.575,29309
14,71114,2007,11,long,175.575,29309
14,71214,2007,12,long,175.575,29309
14,80114,2008,1,long,175.575,29309
14,80214,2008,2,long,175.575,29309
14,80314,2008,3,long,175.575,29309
14,80414,2008,4,long,175.575,29309
14,80514,2008,5,long,175.575,29309
14,80614,2008,6,long,175.575,29309
14,80714,2008,7,long,175.575,29309
14,80814,2008,8,long,175.575,29309
14,80914,2008,9,long,175.575,29309
14,81114,2008,11,long,175.575,29309
14,90114,2009,1,long,175.575,29309
14,90214,2009,2,long,175.575,29309
14,90314,2009,3,long,175.575,29309
14,90414,2009,4,long,175.575,29309
14,90514,2009,5,long,175.575,29309
14,90614,2009,6,long,175.575,29309
14,90714,2009,7,long,175.575,29309
14,90814,2009,8,long,175.575,29309
14,90914,2009,9,long,175.575,29309
14,91014,2009,10,long,175.575,29309
14,91114,2009,11,long,175.575,29309
14,91214,2009,12,long,175.575,29309
14,X0114,2010,1,long,175.575,29309
15,70815,2007,8,long,175.675,28291
15,70915,2007,9,long,175.675,28291
15,71015,2007,10,long,175.675,28291
15,71115,2007,11,long,175.675,28291
15,71215,2007,12,long,175.675,28291
15,80115,2008,1,long,175.675,28291
15,80215,2008,2,long,175.675,28291
15,80315,2008,3,long,175.675,28291
15,80415,2008,4,long,175.675,28291
15,80515,2008,5,long,175.675,28291
15,80615,2008,6,long,175.675,28291
15,80715,2008,7,long,175.675,28291
15,80815,2008,8,long,175.675,28291
15,80915,2008,9,long,175.675,28291
15,81015,2008,10,long,175.675,28291
15,81115,2008,11,long,175.675,28291
15,81215,2008,12,long,175.675,28291
15,90115,2009,1,long,175.675,28291
15,90215,2009,2,long,175.675,28291
15,90315,2009,3,long,175.675,28291
15,90415,2009,4,long,175.675,28291
15,90515,2009,5,long,175.675,28291
15,90615,2009,6,long,175.675,28291
15,90715,2009,7,long,175.675,28291
15,90815,2009,8,long,175.675,28291
15,90915,2009,9,long,175.675,28291
15,91015,2009,10,long,175.675,28291
15,91115,2009,11,long,175.675,28291
15,91215,2009,12,long,175.675,28291
15,X0115,2010,1,long,175.675,28291
16,70816,2007,8,long,175.475,28760
16,70916,2007,9,long,175.475,28760
16,71116,2007,11,long,175.475,28760
16,71216,2007,12,long,175.475,28760
16,80116,2008,1,long,175.475,28760
16,80216,2008,2,long,175.475,28760
16,80316,2008,3,long,175.475,28760
16,80516,2008,5,long,175.475,28760
16,80616,2008,6,long,175.475,28760
16,80716,2008,7,long,175.475,28760
16,80816,2008,8,long,175.475,28760
16,80916,2008,9,long,175.475,28760
16,81016,2008,10,long,175.475,28760
16,81116,2008,11,long,175.475,28760
16,81216,2008,12,long,175.475,28760
16,90116,2009,1,long,175.475,28760
16,90216,2009,2,long,175.475,28760
16,90316,2009,3,long,175.475,28760
16,90416,2009,4,long,175.475,28760
16,90516,2009,5,long,175.475,28760
16,90616,2009,6,long,175.475,28760
16,90716,2009,7,long,175.475,28760
16,90816,2009,8,long,175.475,28760
16,90916,2009,9,long,175.475,28760
16,91116,2009,11,long,175.475,28760
17,70817,2007,8,long,175.325,27691
17,70917,2007,9,long,175.325,27691
17,71017,2007,10,long,175.325,27691
17,71117,2007,11,long,175.325,27691
17,71217,2007,12,long,175.325,27691
17,80117,2008,1,long,175.325,27691
17,80217,2008,2,long,175.325,27691
17,80417,2008,4,long,175.325,27691
17,80517,2008,5,long,175.325,27691
17,80617,2008,6,long,175.325,27691
17,80717,2008,7,long,175.325,27691
17,80817,2008,8,long,175.325,27691
17,80917,2008,9,long,175.325,27691
17,81017,2008,10,long,175.325,27691
17,81117,2008,11,long,175.325,27691
17,81217,2008,12,long,175.325,27691
17,90117,2009,1,long,175.325,27691
17,90217,2009,2,long,175.325,27691
17,90317,2009,3,long,175.325,27691
17,90417,2009,4,long,175.325,27691
17,90517,2009,5,long,175.325,27691
17,90617,2009,6,long,175.325,27691
17,90717,2009,7,long,175.325,27691
17,90817,2009,8,long,175.325,27691
17,90917,2009,9,long,175.325,27691
17,91017,2009,10,long,175.325,27691
18,70818,2007,8,long,174.875,28620
18,70918,2007,9,long,174.875,28620
18,71018,2007,10,long,174.875,28620
18,71118,2007,11,long,174.875,28620
18,71218,2007,12,long,174.875,28620
18,80118,2008,1,long,174.875,28620
18,80218,2008,2,long,174.875,28620
18,80318,2008,3,long,174.875,28620
18,80418,2008,4,long,174.875,28620
18,80518,2008,5,long,174.875,28620
18,80618,2008,6,long,174.875,28620
18,80718,2008,7,long,174.875,28620
18,80818,2008,8,long,174.875,28620
18,80918,2008,9,long,174.875,28620
18,81018,2008,10,long,174.875,28620
18,81118,2008,11,long,174.875,28620
18,81218,2008,12,long,174.875,28620
18,90118,2009,1,long,174.875,28620
18,90218,2009,2,long,174.875,28620
18,90318,2009,3,long,174.875,28620
18,90418,2009,4,long,174.875,28620
18,90618,2009,6,long,174.875,28620
18,90718,2009,7,long,174.875,28620
18,90818,2009,8,long,174.875,28620
18,90918,2009,9,long,174.875,28620
18,91018,2009,10,long,174.875,28620
18,91218,2009,12,long,174.875,28620
19,70819,2007,8,long,176.225,28397
19,70919,2007,9,long,176.225,28397
19,71019,2007,10,long,176.225,28397
19,71119,2007,11,long,176.225,28397
19,71219,2007,12,long,176.225,28397
19,80119,2008,1,long,176.225,28397
19,80219,2008,2,long,176.225,28397
19,80319,2008,3,long,176.225,28397
19,80419,2008,4,long,176.225,28397
19,80519,2008,5,long,176.225,28397
19,80619,2008,6,long,176.225,28397
19,80719,2008,7,long,176.225,28397
19,80819,2008,8,long,176.225,28397
19,80919,2008,9,long,176.225,28397
19,81019,2008,10,long,176.225,28397
19,81219,2008,12,long,176.225,28397
19,90119,2009,1,long,176.225,28397
19,90219,2009,2,long,176.225,28397
19,90319,2009,3,long,176.225,28397
19,90419,2009,4,long,176.225,28397
19,90519,2009,5,long,176.225,28397
19,90619,2009,6,long,176.225,28397
19,90719,2009,7,long,176.225,28397
19,90819,2009,8,long,176.225,28397
19,90919,2009,9,long,176.225,28397
19,91019,2009,10,long,176.225,28397
19,91119,2009,11,long,176.225,28397
19,91219,2009,12,long,176.225,28397
19,X0119,2010,1,long,176.225,28397
20,70820,2007,8,long,176.325,30493
20,70920,2007,9,long,176.325,30493
20,71020,2007,10,long,176.325,30493
20,71120,2007,11,long,176.325,30493
20,71220,2007,12,long,176.325,30493
20,80120,2008,1,long,176.325,30493
20,80220,2008,2,long,176.325,30493
20,80320,2008,3,long,176.325,30493
20,80420,2008,4,long,176.325,30493
20,80520,2008,5,long,176.325,30493
20,80620,2008,6,long,176.325,30493
20,80820,2008,8,long,176.325,30493
20,80920,2008,9,long,176.325,30493
20,81020,2008,10,long,176.325,30493
20,81120,2008,11,long,176.325,30493
20,81220,2008,12,long,176.325,30493
20,90120,2009,1,long,176.325,30493
20,90220,2009,2,long,176.325,30493
20,90320,2009,3,long,176.325,30493
20,90420,2009,4,long,176.325,30493
20,90520,2009,5,long,176.325,30493
20,90620,2009,6,long,176.325,30493
20,90820,2009,8,long,176.325,30493
20,90920,2009,9,long,176.325,30493
20,91020,2009,10,long,176.325,30493
20,91120,2009,11,long,176.325,30493
20,91220,2009,12,long,176.325,30493
20,X0120,2010,1,long,176.325,30493
20,X0220,2010,2,long,176.325,30493
21,70821,2007,8,long,176.775,27943
21,70921,2007,9,long,176.775,27943
21,71021,2007,10,long,176.775,27943
21,71121,2007,11,long,176.775,27943
21,71221,2007,12,long,176.775,27943
21,80121,2008,1,long,176.775,27943
21,80221,2008,2,long,176.775,27943
21,80321,2008,3,long,176.775,27943
21,80421,2008,4,long,176.775,27943
21,80521,2008,5,long,176.775,27943
21,80621,2008,6,long,176.775,27943
21,80721,2008,7,long,176.775,27943
21,80821,2008,8,long,176.775,27943
21,80921,2008,9,long,176.775,27943
21,81021,2008,10,long,176.775,27943
21,81121,2008,11,long,176.775,27943
21,81221,2008,12,long,176.775,27943
21,90121,2009,1,long,176.775,27943
21,90221,2009,2,long,176.775,27943
21,90321,2009,3,long,176.775,27943
21,90421,2009,4,long,176.775,27943
21,90521,2009,5,long,176.775,27943
21,90621,2009,6,long,176.775,27943
21,90721,2009,7,long,176.775,27943
21,90821,2009,8,long,176.775,27943
21,90921,2009,9,long,176.775,27943
21,91021,2009,10,long,176.775,27943
21,91121,2009,11,long,176.775,27943
21,91221,2009,12,long,176.775,27943
21,X0121,2010,1,long,176.775,27943
22,70822,2007,8,long,174.175,27582
22,70922,2007,9,long,174.175,27582
22,71022,2007,10,long,174.175,27582
22,71122,2007,11,long,174.175,27582
22,71222,2007,12,long,174.175,27582
22,80122,2008,1,long,174.175,27582
22,80222,2008,2,long,174.175,27582
22,80322,2008,3,long,174.175,27582
22,80422,2008,4,long,174.175,27582
22,80522,2008,5,long,174.175,27582
22,80622,2008,6,long,174.175,27582
22,80722,2008,7,long,174.175,27582
22,80822,2008,8,long,174.175,27582
22,81022,2008,10,long,174.175,27582
22,81122,2008,11,long,174.175,27582
22,81222,2008,12,long,174.175,27582
22,90122,2009,1,long,174.175,27582
22,90222,2009,2,long,174.175,27582
22,90322,2009,3,long,174.175,27582
22,90422,2009,4,long,174.175,27582
22,90522,2009,5,long,174.175,27582
22,90622,2009,6,long,174.175,27582
22,90722,2009,7,long,174.175,27582
22,90822,2009,8,long,174.175,27582
22,90922,2009,9,long,174.175,27582
22,91022,2009,10,long,174.175,27582
22,91122,2009,11,long,174.175,27582
22,91222,2009,12,long,174.175,27582
23,70823,2007,8,long,176.075,28898
23,70923,2007,9,long,176.075,28898
23,71023,2007,10,long,176.075,28898
23,71123,2007,11,long,176.075,28898
23,71223,2007,12,long,176.075,28898
23,80123,2008,1,long,176.075,28898
23,80223,2008,2,long,176.075,28898
23,80323,2008,3,long,176.075,28898
23,80423,2008,4,long,176.075,28898
23,80523,2008,5,long,176.075,28898
23,80623,2008,6,long,176.075,28898
23,80723,2008,7,long,176.075,28898
23,80823,2008,8,long,176.075,28898
23,80923,2008,9,long,176.075,28898
23,81023,2008,10,long,176.075,28898
23,81123,2008,11,long,176.075,28898
23,81223,2008,12,long,176.075,28898
23,90123,2009,1,long,176.075,28898
23,90223,2009,2,long,176.075,28898
23,90323,2009,3,long,176.075,28898
23,90423,2009,4,long,176.075,28898
23,90523,2009,5,long,176.075,28898
23,90623,2009,6,long,176.075,28898
23,90723,2009,7,long,176.075,28898
23,90823,2009,8,long,176.075,28898
23,90923,2009,9,long,176.075,28898
23,91023,2009,10,long,176.075,28898
23,91123,2009,11,long,176.075,28898
23,91223,2009,12,long,176.075,28898
23,X0123,2010,1,long,176.075,28898
24,70824,2007,8,long,178.125,30113
24,70924,2007,9,long,178.125,30113
24,71024,2007,10,long,178.125,30113
24,71124,2007,11,long,178.125,30113
24,71224,2007,12,long,178.125,30113
24,80124,2008,1,long,178.125,30113
24,80224,2008,2,long,178.125,30113
24,80324,2008,3,long,178.125,30113
24,80424,2008,4,long,178.125,30113
24,80524,2008,5,long,178.125,30113
24,80624,2008,6,long,178.125,30113
24,80724,2008,7,long,178.125,30113
24,80824,2008,8,long,178.125,30113
24,80924,2008,9,long,178.125,30113
24,81024,2008,10,long,178.125,30113
24,81124,2008,11,long,178.125,30113
24,81224,2008,12,long,178.125,30113
24,90124,2009,1,long,178.125,30113
24,90224,2009,2,long,178.125,30113
24,90324,2009,3,long,178.125,30113
24,90424,2009,4,long,178.125,30113
24,90524,2009,5,long,178.125,30113
24,90624,2009,6,long,178.125,30113
24,90724,2009,7,long,178.125,30113
24,90824,2009,8,long,178.125,30113
24,90924,2009,9,long,178.125,30113
24,91024,2009,10,long,178.125,30113
24,91124,2009,11,long,178.125,30113
24,91224,2009,12,long,178.125,30113
25,70825,2007,8,long,176.825,29509
25,70925,2007,9,long,176.825,29509
25,71025,2007,10,long,176.825,29509
25,71125,2007,11,long,176.825,29509
25,71225,2007,12,long,176.825,29509
25,80125,2008,1,long,176.825,29509
25,80225,2008,2,long,176.825,29509
25,80325,2008,3,long,176.825,29509
25,80425,2008,4,long,176.825,29509
25,80525,2008,5,long,176.825,29509
25,80625,2008,6,long,176.825,29509
25,80725,2008,7,long,176.825,29509
25,80825,2008,8,long,176.825,29509
25,80925,2008,9,long,176.825,29509
25,81025,2008,10,long,176.825,29509
25,81125,2008,11,long,176.825,29509
25,81225,2008,12,long,176.825,29509
25,90125,2009,1,long,176.825,29509
25,90225,2009,2,long,176.825,29509
25,90325,2009,3,long,176.825,29509
25,90425,2009,4,long,176.825,29509
25,90525,2009,5,long,176.825,29509
25,90625,2009,6,long,176.825,29509
25,90725,2009,7,long,176.825,29509
25,90825,2009,8,long,176.825,29509
25,90925,2009,9,long,176.825,29509
25,91025,2009,10,long,176.825,29509
25,91125,2009,11,long,176.825,29509
25,91225,2009,12,long,176.825,29509
25,X0125,2010,1,long,176.825,29509
25,X0325,2010,3,long,176.825,29509
25,X0425,2010,4,long,176.825,29509
25,X0525,2010,5,long,176.825,29509
26,70826,2007,8,long,176.975,30050
26,70926,2007,9,long,176.975,30050
26,71026,2007,10,long,176.975,30050
26,71126,2007,11,long,176.975,30050
26,71226,2007,12,long,176.975,30050
26,80126,2008,1,long,176.975,30050
26,80226,2008,2,long,176.975,30050
26,80326,2008,3,long,176.975,30050
26,80426,2008,4,long,176.975,30050
26,80526,2008,5,long,176.975,30050
26,80626,2008,6,long,176.975,30050
26,80726,2008,7,long,176.975,30050
26,80826,2008,8,long,176.975,30050
26,80926,2008,9,long,176.975,30050
26,81026,2008,10,long,176.975,30050
26,81126,2008,11,long,176.975,30050
26,81226,2008,12,long,176.975,30050
26,90126,2009,1,long,176.975,30050
26,90226,2009,2,long,176.975,30050
26,90326,2009,3,long,176.975,30050
26,90426,2009,4,long,176.975,30050
26,90526,2009,5,long,176.975,30050
26,90626,2009,6,long,176.975,30050
26,90726,2009,7,long,176.975,30050
26,90826,2009,8,long,176.975,30050
26,90926,2009,9,long,176.975,30050
26,91026,2009,10,long,176.975,30050
26,91126,2009,11,long,176.975,30050
26,91226,2009,12,long,176.975,30050
26,X0126,2010,1,long,176.975,30050
27,70827,2007,8,long,175.325,28709
27,70927,2007,9,long,175.325,28709
27,71027,2007,10,long,175.325,28709
27,71127,2007,11,long,175.325,28709
27,71227,2007,12,long,175.325,28709
27,80127,2008,1,long,175.325,28709
27,80227,2008,2,long,175.325,28709
27,80327,2008,3,long,175.325,28709
27,80427,2008,4,long,175.325,28709
27,80527,2008,5,long,175.325,28709
27,80627,2008,6,long,175.325,28709
27,80727,2008,7,long,175.325,28709
27,80827,2008,8,long,175.325,28709
27,80927,2008,9,long,175.325,28709
27,81027,2008,10,long,175.325,28709
27,81127,2008,11,long,175.325,28709
27,81227,2008,12,long,175.325,28709
27,90127,2009,1,long,175.325,28709
27,90227,2009,2,long,175.325,28709
27,90327,2009,3,long,175.325,28709
27,90427,2009,4,long,175.325,28709
27,90527,2009,5,long,175.325,28709
27,90627,2009,6,long,175.325,28709
27,90727,2009,7,long,175.325,28709
27,90827,2009,8,long,175.325,28709
27,90927,2009,9,long,175.325,28709
27,91027,2009,10,long,175.325,28709
27,91127,2009,11,long,175.325,28709
27,91227,2009,12,long,175.325,28709
28,70828,2007,8,long,174.825,30734
28,70928,2007,9,long,174.825,30734
28,71028,2007,10,long,174.825,30734
28,71128,2007,11,long,174.825,30734
28,71228,2007,12,long,174.825,30734
28,80128,2008,1,long,174.825,30734
28,80228,2008,2,long,174.825,30734
28,80328,2008,3,long,174.825,30734
28,80428,2008,4,long,174.825,30734
28,80528,2008,5,long,174.825,30734
28,81228,2008,12,long,174.825,30734
28,90128,2009,1,long,174.825,30734
28,90228,2009,2,long,174.825,30734
28,90328,2009,3,long,174.825,30734
28,90428,2009,4,long,174.825,30734
28,90528,2009,5,long,174.825,30734
28,90628,2009,6,long,174.825,30734
28,90728,2009,7,long,174.825,30734
